timestamp,date,hour,temperature_f,precipitation_in,temperature_source,precipitation_source,temperature_was_interpolated,dst_nonexistent_hour
2025-01-01 00:00:00,2025-01-01,0,44.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 01:00:00,2025-01-01,1,44.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 02:00:00,2025-01-01,2,44.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 03:00:00,2025-01-01,3,46.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 04:00:00,2025-01-01,4,48.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 05:00:00,2025-01-01,5,46.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 06:00:00,2025-01-01,6,46.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 07:00:00,2025-01-01,7,46.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 08:00:00,2025-01-01,8,48.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 09:00:00,2025-01-01,9,48.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 10:00:00,2025-01-01,10,50.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 11:00:00,2025-01-01,11,50.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 12:00:00,2025-01-01,12,48.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 13:00:00,2025-01-01,13,46.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 14:00:00,2025-01-01,14,46.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 15:00:00,2025-01-01,15,44.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 16:00:00,2025-01-01,16,44.06,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 17:00:00,2025-01-01,17,42.980000000000004,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 18:00:00,2025-01-01,18,42.980000000000004,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 19:00:00,2025-01-01,19,42.980000000000004,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 20:00:00,2025-01-01,20,42.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 21:00:00,2025-01-01,21,41.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 22:00:00,2025-01-01,22,41.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-01 23:00:00,2025-01-01,23,39.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 00:00:00,2025-01-02,0,39.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 01:00:00,2025-01-02,1,37.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 02:00:00,2025-01-02,2,39.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 03:00:00,2025-01-02,3,39.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 04:00:00,2025-01-02,4,39.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 05:00:00,2025-01-02,5,37.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 06:00:00,2025-01-02,6,37.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 07:00:00,2025-01-02,7,37.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 08:00:00,2025-01-02,8,37.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 09:00:00,2025-01-02,9,39.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 10:00:00,2025-01-02,10,41.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 11:00:00,2025-01-02,11,41.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 12:00:00,2025-01-02,12,42.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 13:00:00,2025-01-02,13,42.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 14:00:00,2025-01-02,14,41.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 15:00:00,2025-01-02,15,39.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 16:00:00,2025-01-02,16,37.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 17:00:00,2025-01-02,17,37.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 18:00:00,2025-01-02,18,37.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 19:00:00,2025-01-02,19,35.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 20:00:00,2025-01-02,20,35.06,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 21:00:00,2025-01-02,21,33.98,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 22:00:00,2025-01-02,22,33.98,0.0,reported_accepted,reported_accepted,False,False
2025-01-02 23:00:00,2025-01-02,23,33.98,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 00:00:00,2025-01-03,0,33.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 01:00:00,2025-01-03,1,33.98,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 02:00:00,2025-01-03,2,33.98,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 03:00:00,2025-01-03,3,33.98,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 04:00:00,2025-01-03,4,33.98,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 05:00:00,2025-01-03,5,33.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 06:00:00,2025-01-03,6,33.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 07:00:00,2025-01-03,7,33.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 08:00:00,2025-01-03,8,33.98,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 09:00:00,2025-01-03,9,35.06,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 10:00:00,2025-01-03,10,35.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 11:00:00,2025-01-03,11,37.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 12:00:00,2025-01-03,12,37.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 13:00:00,2025-01-03,13,37.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 14:00:00,2025-01-03,14,37.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 15:00:00,2025-01-03,15,37.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 16:00:00,2025-01-03,16,35.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 17:00:00,2025-01-03,17,35.06,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 18:00:00,2025-01-03,18,35.06,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 19:00:00,2025-01-03,19,33.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 20:00:00,2025-01-03,20,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 21:00:00,2025-01-03,21,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 22:00:00,2025-01-03,22,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-03 23:00:00,2025-01-03,23,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 00:00:00,2025-01-04,0,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 01:00:00,2025-01-04,1,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 02:00:00,2025-01-04,2,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 03:00:00,2025-01-04,3,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 04:00:00,2025-01-04,4,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 05:00:00,2025-01-04,5,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 06:00:00,2025-01-04,6,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 07:00:00,2025-01-04,7,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 08:00:00,2025-01-04,8,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 09:00:00,2025-01-04,9,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 10:00:00,2025-01-04,10,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 11:00:00,2025-01-04,11,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 12:00:00,2025-01-04,12,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 13:00:00,2025-01-04,13,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 14:00:00,2025-01-04,14,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 15:00:00,2025-01-04,15,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 16:00:00,2025-01-04,16,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 17:00:00,2025-01-04,17,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 18:00:00,2025-01-04,18,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 19:00:00,2025-01-04,19,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 20:00:00,2025-01-04,20,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 21:00:00,2025-01-04,21,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 22:00:00,2025-01-04,22,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-04 23:00:00,2025-01-04,23,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 00:00:00,2025-01-05,0,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 01:00:00,2025-01-05,1,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 02:00:00,2025-01-05,2,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 03:00:00,2025-01-05,3,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 04:00:00,2025-01-05,4,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 05:00:00,2025-01-05,5,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 06:00:00,2025-01-05,6,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 07:00:00,2025-01-05,7,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 08:00:00,2025-01-05,8,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 09:00:00,2025-01-05,9,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 10:00:00,2025-01-05,10,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 11:00:00,2025-01-05,11,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 12:00:00,2025-01-05,12,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 13:00:00,2025-01-05,13,33.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 14:00:00,2025-01-05,14,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 15:00:00,2025-01-05,15,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 16:00:00,2025-01-05,16,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 17:00:00,2025-01-05,17,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 18:00:00,2025-01-05,18,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 19:00:00,2025-01-05,19,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 20:00:00,2025-01-05,20,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 21:00:00,2025-01-05,21,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 22:00:00,2025-01-05,22,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-05 23:00:00,2025-01-05,23,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 00:00:00,2025-01-06,0,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 01:00:00,2025-01-06,1,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 02:00:00,2025-01-06,2,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 03:00:00,2025-01-06,3,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 04:00:00,2025-01-06,4,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 05:00:00,2025-01-06,5,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 06:00:00,2025-01-06,6,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 07:00:00,2025-01-06,7,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 08:00:00,2025-01-06,8,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 09:00:00,2025-01-06,9,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 10:00:00,2025-01-06,10,28.04,0.011811023622047244,reported_accepted,reported_accepted,False,False
2025-01-06 11:00:00,2025-01-06,11,28.94,0.011811023622047244,reported_accepted,reported_accepted,False,False
2025-01-06 12:00:00,2025-01-06,12,28.04,0.03937007874015748,reported_accepted,reported_accepted,False,False
2025-01-06 13:00:00,2025-01-06,13,28.94,0.01968503937007874,reported_accepted,reported_accepted,False,False
2025-01-06 14:00:00,2025-01-06,14,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 15:00:00,2025-01-06,15,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 16:00:00,2025-01-06,16,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 17:00:00,2025-01-06,17,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 18:00:00,2025-01-06,18,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 19:00:00,2025-01-06,19,26.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 20:00:00,2025-01-06,20,24.98,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 21:00:00,2025-01-06,21,24.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 22:00:00,2025-01-06,22,23.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-06 23:00:00,2025-01-06,23,21.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 00:00:00,2025-01-07,0,19.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 01:00:00,2025-01-07,1,19.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 02:00:00,2025-01-07,2,19.939999999999998,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 03:00:00,2025-01-07,3,21.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 04:00:00,2025-01-07,4,21.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 05:00:00,2025-01-07,5,21.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 06:00:00,2025-01-07,6,21.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 07:00:00,2025-01-07,7,23.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 08:00:00,2025-01-07,8,24.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 09:00:00,2025-01-07,9,24.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 10:00:00,2025-01-07,10,26.060000000000002,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 11:00:00,2025-01-07,11,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 12:00:00,2025-01-07,12,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 13:00:00,2025-01-07,13,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 14:00:00,2025-01-07,14,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 15:00:00,2025-01-07,15,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 16:00:00,2025-01-07,16,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 17:00:00,2025-01-07,17,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 18:00:00,2025-01-07,18,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 19:00:00,2025-01-07,19,26.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 20:00:00,2025-01-07,20,26.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 21:00:00,2025-01-07,21,26.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 22:00:00,2025-01-07,22,26.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-07 23:00:00,2025-01-07,23,26.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 00:00:00,2025-01-08,0,26.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 01:00:00,2025-01-08,1,26.060000000000002,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 02:00:00,2025-01-08,2,26.060000000000002,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 03:00:00,2025-01-08,3,26.060000000000002,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 04:00:00,2025-01-08,4,24.98,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 05:00:00,2025-01-08,5,24.98,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 06:00:00,2025-01-08,6,24.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 07:00:00,2025-01-08,7,24.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 08:00:00,2025-01-08,8,24.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 09:00:00,2025-01-08,9,26.060000000000002,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 10:00:00,2025-01-08,10,26.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 11:00:00,2025-01-08,11,26.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 12:00:00,2025-01-08,12,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 13:00:00,2025-01-08,13,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 14:00:00,2025-01-08,14,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 15:00:00,2025-01-08,15,26.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 16:00:00,2025-01-08,16,26.060000000000002,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 17:00:00,2025-01-08,17,24.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 18:00:00,2025-01-08,18,23.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 19:00:00,2025-01-08,19,23.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 20:00:00,2025-01-08,20,23.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 21:00:00,2025-01-08,21,23.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 22:00:00,2025-01-08,22,23.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-08 23:00:00,2025-01-08,23,23.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 00:00:00,2025-01-09,0,21.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 01:00:00,2025-01-09,1,23.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 02:00:00,2025-01-09,2,24.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 03:00:00,2025-01-09,3,24.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 04:00:00,2025-01-09,4,23.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 05:00:00,2025-01-09,5,23.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 06:00:00,2025-01-09,6,23.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 07:00:00,2025-01-09,7,23.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 08:00:00,2025-01-09,8,24.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 09:00:00,2025-01-09,9,26.060000000000002,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 10:00:00,2025-01-09,10,28.04,0.0,reported_accepted,reported_accepted,False,False
